# timestamp, device_id, qw, qx, qy, qz, cx, cy, cz
     145, 145, 0.325633, 0.56402, 0.657167, -0.379441, 32.2889, 1.53445, -2.65774
     146, 146, -0.460524, -0.460516, -0.53661, 0.536557, 32.2889,  0.0, -3.0689
     147, 147, 0.564031, 0.325615, 0.379418, -0.65718, 32.2889, -1.53445, -2.65774
     148, 148, 0.491416, 0.851137, -0.159858, 0.0923097, -13.4867, -14.7487, 25.5455
     149, 149, 0.694942, 0.694968, -0.130546, 0.130514, -13.4867,  0.0, 29.4974
     150, 150, 0.851137, 0.491416, -0.0923097, 0.159858, -13.4867, 14.7487, 25.5455
     151, 151, 0.450789, 0.780755, -0.374707, 0.216345, -26.4285, -9.40109, 16.2832
     152, 152, 0.63747, 0.637512, -0.305958, 0.305941, -26.4285,  0.0, 18.8022
     153, 153, 0.780755, 0.450789, -0.216345, 0.374707, -26.4285, 9.40109, 16.2832
     154, 154, 0.379441, 0.657167, -0.56402, 0.325633, -32.2889, -1.53445, 2.65774
     155, 155, 0.536557, 0.53661, -0.460516, 0.460524, -32.2889,  0.0, 3.0689
     156, 156, 0.657167, 0.379441, -0.325633, 0.56402, -32.2889, 1.53445, 2.65774
     157, 157, -0.282202, -0.488813, 0.714898, -0.412728, -29.4974, 6.74334, -11.6798
     158, 158, 0.399124, 0.399093, -0.583686, 0.583724, -29.4974,  0.0, -13.4867
     159, 159, 0.488813, 0.282202, -0.412728, 0.714898, -29.4974, -6.74334, -11.6798
     160, 160, -0.165756, -0.287132, 0.817047, -0.471715, -18.8022, 13.2143, -22.8878
     161, 161, 0.234455, 0.234415, -0.667105, 0.667121, -18.8022,  0.0, -26.4285
     162, 162, 0.287132, 0.165756, -0.471715, 0.817047, -18.8022, -13.2143, -22.8878
     163, 163, -0.038018, -0.0658819, 0.863515, -0.498554, -3.0689, 16.1444, -27.963
     164, 164, 0.0538059, 0.0537659, -0.705061, 0.705055, -3.0689,  0.0, -32.2889
     165, 165, 0.0658819, 0.038018, -0.498554, 0.863515, -3.0689, -16.1444, -27.963
     166, 166, 0.0923097, 0.159858, 0.851137, -0.491416, 13.4867, 14.7487, -25.5455
     167, 167, -0.130514, -0.130546, -0.694968, 0.694942, 13.4867,  0.0, -29.4974
     168, 168, -0.159858, -0.0923097, -0.491416, 0.851137, 13.4867, -14.7487, -25.5455
     169, 169, 0.412728, 0.714898, 0.488813, -0.282202, 29.4974, -6.74334, 11.6798
     170, 170, 0.583724, 0.583686, 0.399093, -0.399124, 29.4974,  0.0, 13.4867
     171, 171, 0.714898, 0.412728, 0.282202, -0.488813, 29.4974, 6.74334, 11.6798
     172, 172, 0.216345, 0.374707, 0.780755, -0.450789, 26.4285, 9.40109, -16.2832
     173, 173, -0.305941, -0.305958, -0.637512, 0.63747, 26.4285,  0.0, -18.8022
     174, 174, -0.374707, -0.216345, -0.450789, 0.780755, 26.4285, -9.40109, -16.2832
     175, 198, 0.282036, 0.162826, -0.472741, 0.818816, -8.45109, -17.03, -29.4968
     176, 177, 0.817047, 0.471715, 0.165756, -0.287132, 18.8022, 13.2143, 22.8878
     177, 176, 0.667121, 0.667105, 0.234415, -0.234455, 18.8022,  0.0, 26.4285
     178, 178, 0.498554, 0.863515, 0.0658819, -0.038018, 3.0689, -16.1444, 27.963
     179, 202, 0.0953589, 0.165157, 0.850129, -0.490826, 25.2712, 12.1744, -21.0867
     180, 180, 0.863515, 0.498554, 0.038018, -0.0658819, 3.0689, 16.1444, 27.963
     181, 181, 0.32799, 0.568098, 0.653651, -0.377396, 33.7223, -4.85555, 8.41006
     182, 182, -0.463851, -0.463848, -0.533718, 0.533697, 33.7223,  0.0, 9.7111
     183, 183, 0.568103, 0.327983, 0.377387, -0.653656, 33.7223, 4.85555, 8.41006
     184, 184, 0.490826, 0.850129, -0.165157, 0.0953589, -25.2712, -12.1744, 21.0867
     185, 185, 0.694124, 0.694133, -0.134858, 0.134845, -25.2712,  0.0, 24.3488
     186, 186, 0.850129, 0.490826, -0.0953589, 0.165157, -25.2712, 12.1744, 21.0867
     187, 187, 0.449425, 0.778414, -0.37956, 0.219143, -34.0599, -4.22555, 7.31886
     188, 188, 0.635567, 0.635583, -0.309914, 0.309907, -34.0599,  0.0, 8.45109
     189, 189, 0.778414, 0.449425, -0.219143, 0.37956, -34.0599, 4.22555, 7.31886
     190, 190, 0.377396, 0.653651, -0.568098, 0.32799, -33.7223, 4.85555, -8.41006
     191, 191, 0.533697, 0.533718, -0.463848, 0.463851, -33.7223,  0.0, -9.7111
     192, 215, 0.705378, 0.70538, 0.049389, -0.049405, -9.7111,  0.0, 33.7223
     193, 216, 0.86391, 0.498779, 0.034923, -0.060502, -9.7111, 16.8612, 29.2044
     194, 194, 0.395474, 0.395462, -0.586171, 0.586186, -24.3488,  0.0, -25.2712
     195, 195, 0.48435, 0.279635, -0.414485, 0.717922, -24.3488, -12.6356, -21.8855
     196, 219, 0.60528, 0.348202, 0.353539, -0.622415, 40.7007, 6.84476, 11.8849
     197, 197, 0.230286, 0.230271, -0.668556, 0.668562, -8.45109,  0.0, -34.0599
     198, 175, 0.471715, 0.817047, 0.287132, -0.165756, 18.8022, -13.2143, 22.8878
     199, 199, -0.034923, -0.060502, 0.86391, -0.498779, 9.7111, 16.8612, -29.2044
     200, 223, 0.432109, 0.757579, -0.424854, 0.242599, -42.1054, -4.24916, 7.33033
     201, 179, 0.705055, 0.705061, 0.0537659, -0.0538059, 3.0689,  0.0, 32.2889
     202, 201, 0.060502, 0.034923, -0.498779, 0.86391, 9.7111, -16.8612, -29.2044
     203, 203, -0.134845, -0.134858, -0.694133, 0.694124, 25.2712,  0.0, -24.3488
     204, 205, 0.414485, 0.717922, 0.48435, -0.279635, 24.3488, -12.6356, 21.8855
     205, 204, -0.165157, -0.0953589, -0.490826, 0.850129, 25.2712, -12.1744, -21.0867
     206, 206, 0.586186, 0.586171, 0.395462, -0.395474, 24.3488,  0.0, 25.2712
     207, 207, 0.717922, 0.414485, 0.279635, -0.48435, 24.3488, 12.6356, 21.8855
     208, 208, 0.219143, 0.37956, 0.778414, -0.449425, 34.0599, 4.22555, -7.31886
     209, 209, -0.309907, -0.309914, -0.635583, 0.635567, 34.0599,  0.0, -8.45109
     210, 210, -0.37956, -0.219143, -0.449425, 0.778414, 34.0599, -4.22555, -7.31886
     211, 211, 0.472741, 0.818816, 0.282036, -0.162826, 8.45109, -17.03, 29.4968
     212, 212, 0.668562, 0.668556, 0.230271, -0.230286, 8.45109,  0.0, 34.0599
     213, 213, 0.818816, 0.472741, 0.162826, -0.282036, 8.45109, 17.03, 29.4968
     214, 214, 0.498779, 0.86391, 0.060502, -0.034923, -9.7111, -16.8612, 29.2044
     215, 192, 0.653651, 0.377396, -0.32799, 0.568098, -33.7223, -4.85555, -8.41006
     216, 193, -0.279635, -0.48435, 0.717922, -0.414485, -24.3488, 12.6356, -21.8855
     217, 217, 0.350072, 0.604201, 0.617374, -0.362272, 40.7007, -6.87024, 11.8702
     218, 218, -0.494522, -0.493008, -0.502607, 0.509684, 40.7007, -0.014713, 13.715
     219, 196, -0.162826, -0.282036, 0.818816, -0.472741, -8.45109, 17.03, -29.4968
     220, 220, 0.481216, 0.841124, -0.215485, 0.120446, -32.2279, -14.2079, 24.5794
     221, 221, 0.682506, 0.687928, -0.176988, 0.172093, -32.2279, -0.014713, 28.3904
     222, 222, 0.837301, 0.487838, -0.12641, 0.212041, -32.2279, 14.1824, 24.5941
     223, 200, 0.049405, 0.049389, -0.70538, 0.705378, 9.7111,  0.0, -33.7223
     224, 224, 0.613438, 0.619951, -0.347601, 0.34428, -42.1054, -0.014713, 8.47283
     225, 225, 0.752995, 0.440049, -0.246646, 0.422517, -42.1054, 4.22367, 7.34504
     226, 226, 0.353554, 0.622407, -0.605272, 0.348218, -40.7007, 6.84476, -11.8849
     227, 227, 0.502566, 0.509725, -0.494521, 0.493009, -40.7007, -0.014713, -13.715
     228, 228, 0.617374, 0.362272, -0.350072, 0.604201, -40.7007, -6.87024, -11.8702
     229, 229, -0.250882, -0.444832, 0.744444, -0.430101, -28.3904, 16.1012, -27.9175
     230, 230, 0.357478, 0.364727, -0.607736, 0.608145, -28.3904, -0.014713, -32.2279
     231, 231, 0.439694, 0.259782, -0.429636, 0.744712, -28.3904, -16.1267, -27.9028
     232, 232, -0.131129, -0.236932, 0.832874, -0.482689, -8.47283, 21.0399, -36.4717
     233, 233, 0.188005, 0.194899, -0.679555, 0.681817, -8.47283, -0.014713, -42.1054
     234, 234, 0.232039, 0.139605, -0.479936, 0.834464, -8.47283, -21.0654, -36.457
     235, 235, -0.002442, -0.012885, 0.864546, -0.502382, 13.715, 20.3376, -35.2552
     236, 236, 0.005717, 0.011791, -0.705063, 0.709024, 13.715, -0.014713, -40.7007
     237, 237, 0.00857, 0.009917, -0.497529, 0.867348, 13.715, -20.3631, -35.2405
     238, 238, 0.12641, 0.212041, 0.837301, -0.487838, 32.2279, 14.1824, -24.5941
     239, 239, -0.176963, -0.172119, -0.682521, 0.687913, 32.2279, -0.014713, -28.3904
     240, 240, -0.215485, -0.120446, -0.481216, 0.841124, 32.2279, -14.2079, -24.5794
     241, 241, 0.429636, 0.744712, 0.439694, -0.259782, 28.3904, -16.1267, 27.9028
     242, 242, 0.607765, 0.608116, 0.35746, -0.364745, 28.3904, -0.014713, 32.2279
     243, 244, 0.246646, 0.422517, 0.752995, -0.440049, 42.1054, 4.22367, -7.34504
     244, 243, 0.744444, 0.430101, 0.250882, -0.444832, 28.3904, 16.1012, 27.9175
     245, 245, -0.347585, -0.344296, -0.613468, 0.619922, 42.1054, -0.014713, -8.47283
     246, 246, -0.424854, -0.242599, -0.432109, 0.757579, 42.1054, -4.24916, -7.33033
     247, 247, 0.479936, 0.834464, 0.232039, -0.139605, 8.47283, -21.0654, 36.457
     248, 248, 0.679569, 0.681803, 0.187978, -0.194926, 8.47283, -0.014713, 42.1054
     249, 249, 0.832874, 0.482689, 0.131129, -0.236932, 8.47283, 21.0399, 36.4717
     250, 250, 0.497529, 0.867348, 0.00857, -0.009917, -13.715, -20.3631, 35.2405
     251, 251, 0.705062, 0.709025, 0.005688, -0.01182, -13.715, -0.014713, 40.7007
     252, 252, 0.864546, 0.502382, 0.002442, -0.012885, -13.715, 20.3376, 35.2552
     253, 253, 0.329241, 0.570266, 0.651758, -0.376308, 48.6783, -4.19433, 7.26479
     254, 254, -0.465622, -0.465618, -0.53218, 0.532148, 48.6783,  0.0, 8.38866
     255, 255, 0.570273, 0.32923, 0.376294, -0.651766, 48.6783, 4.19433, 7.26479
     256, 256, 0.490509, 0.849575, -0.167978, 0.0969918, -31.6039, -18.9812, 32.8763
     257, 257, 0.693669, 0.693685, -0.137166, 0.137147, -31.6039,  0.0, 37.9623
     258, 259, 0.448698, 0.777147, -0.382143, 0.220635, -46.351, -8.53718, 14.7868
     259, 258, 0.849575, 0.490509, -0.0969918, 0.167978, -31.6039, 18.9812, 32.8763
     260, 260, 0.63453, 0.634555, -0.312025, 0.312015, -46.351,  0.0, 17.0744
     261, 261, 0.777147, 0.448698, -0.220635, 0.382143, -46.351, 8.53718, 14.7868
     262, 262, 0.376308, 0.651758, -0.570266, 0.329241, -48.6783, 4.19433, -7.26479
     263, 263, 0.532148, 0.53218, -0.465618, 0.465622, -48.6783,  0.0, -8.38866
     264, 264, 0.651758, 0.376308, -0.329241, 0.570266, -48.6783, -4.19433, -7.26479
     265, 265, -0.278254, -0.481965, 0.719528, -0.415408, -37.9623, 15.802, -27.3698
     266, 266, 0.393529, 0.39351, -0.587477, 0.5875, -37.9623,  0.0, -31.6039
     267, 267, 0.481965, 0.278254, -0.415408, 0.719528, -37.9623, -15.802, -27.3698
     268, 268, -0.161252, -0.279317, 0.819749, -0.473277, -17.0744, 23.1755, -40.1411
     269, 269, 0.22807, 0.228045, -0.669315, 0.669325, -17.0744,  0.0, -46.351
     270, 270, 0.279317, 0.161252, -0.473277, 0.819749, -17.0744, -23.1755, -40.1411
     271, 271, -0.033263, -0.057634, 0.864105, -0.498893, 8.38866, 24.3392, -42.1567
     272, 272, 0.0470659, 0.0470409, -0.705541, 0.705538, 8.38866,  0.0, -48.6783
     273, 273, 0.057634, 0.033263, -0.498893, 0.864105, 8.38866, -24.3392, -42.1567
     274, 274, 0.0969918, 0.167978, 0.849575, -0.490509, 31.6039, 18.9812, -32.8763
     275, 275, -0.137147, -0.137166, -0.693685, 0.693669, 31.6039,  0.0, -37.9623
     276, 276, -0.167978, -0.0969918, -0.490509, 0.849575, 31.6039, -18.9812, -32.8763
     277, 277, 0.415408, 0.719528, 0.481965, -0.278254, 37.9623, -15.802, 27.3698
     278, 278, 0.5875, 0.587477, 0.39351, -0.393529, 37.9623,  0.0, 31.6039
     279, 280, 0.220635, 0.382143, 0.777147, -0.448698, 46.351, 8.53718, -14.7868
     280, 279, 0.719528, 0.415408, 0.278254, -0.481965, 37.9623, 15.802, 27.3698
     281, 281, -0.312015, -0.312025, -0.634555, 0.63453, 46.351,  0.0, -17.0744
     282, 282, -0.382143, -0.220635, -0.448698, 0.777147, 46.351, -8.53718, -14.7868
     283, 283, 0.473277, 0.819749, 0.279317, -0.161252, 17.0744, -23.1755, 40.1411
     284, 284, 0.669325, 0.669315, 0.228045, -0.22807, 17.0744,  0.0, 46.351
     285, 285, 0.819749, 0.473277, 0.161252, -0.279317, 17.0744, 23.1755, 40.1411
     286, 286, 0.498893, 0.864105, 0.057634, -0.033263, -8.38866, -24.3392, 42.1567
     287, 287, 0.705538, 0.705541, 0.0470409, -0.0470659, -8.38866,  0.0, 48.6783
     288, 288, 0.864105, 0.498893, 0.033263, -0.057634, -8.38866, 24.3392, 42.1567
     289, 289, 0.382041, 0.659851, 0.558209, -0.327177, 52.2375, -11.9135, 20.6317
     290, 290, 0.539865, 0.538428, 0.454518, -0.460493, 52.2375, -0.001537, 23.8243
     291, 291, 0.660814, 0.380374, 0.319844, -0.562442, 52.2375, 11.9108, 20.6332
     292, 292, 0.468031, 0.817005, -0.29315, 0.165872, -46.7512, -16.6647, 28.8611
