# sensor_id, name, sensor_type, [sensor_params]+
1, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1038, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1039, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
104, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1040, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1041, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1042, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1043, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1044, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1045, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1046, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1047, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1048, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1049, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
105, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1050, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1051, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1052, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1053, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1054, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1055, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1056, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1057, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1058, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1059, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
106, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1060, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1061, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1062, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1063, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1064, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1065, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1066, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1067, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1068, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1069, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
107, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1070, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1071, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1072, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1073, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1074, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1075, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1076, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1077, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1078, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1079, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
108, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1080, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1081, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1082, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1083, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1084, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1085, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1086, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1087, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1088, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1089, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
109, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1090, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1091, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1092, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1093, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1094, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1095, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1096, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1097, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1098, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1099, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
11, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
110, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1100, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1101, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1102, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1103, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1104, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1105, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1106, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1107, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1108, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1109, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
111, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1110, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1111, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1112, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1113, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1114, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1115, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1116, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1117, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1118, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1119, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
112, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1120, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1121, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1122, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1123, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1124, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1125, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1126, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1127, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1128, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1129, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
113, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1130, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1131, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1132, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1133, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1134, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1135, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1136, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1137, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1138, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1139, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
114, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1140, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1141, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1142, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1143, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1144, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1145, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1146, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1147, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1148, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1149, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
115, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1150, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1151, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1152, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1153, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1154, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1155, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1156, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1157, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1158, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1159, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
116, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1160, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1161, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1162, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1163, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1164, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1165, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1166, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1167, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1168, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1169, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
117, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1170, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1171, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1172, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1173, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1174, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1175, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1176, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1177, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1178, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1179, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
118, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1180, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1181, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1182, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1183, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1184, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1185, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1186, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1187, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1188, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1189, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
119, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1190, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1191, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1192, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1193, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1194, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1195, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1196, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1197, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1198, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1199, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
12, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
120, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1200, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1201, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1202, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1203, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1204, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1205, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1206, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1207, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1208, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1209, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
121, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1210, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1211, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1212, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1213, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1214, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1215, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1216, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1217, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1218, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1219, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
122, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1220, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1221, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1222, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1223, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1224, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1225, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1226, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1227, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1228, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1229, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
123, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1230, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1231, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1232, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1233, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1234, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1235, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1236, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1237, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1238, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1239, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
124, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1240, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1241, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1242, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1243, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1244, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1245, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1246, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1247, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1248, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1249, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
125, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1250, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1251, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1252, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1253, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1254, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1255, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1256, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1257, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1258, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1259, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
126, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1260, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1261, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1262, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1263, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1264, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1265, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1266, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1267, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1268, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1269, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
127, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1270, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1271, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1272, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1273, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1274, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1275, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1276, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1277, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1278, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1279, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
128, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1280, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1281, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1282, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1283, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1284, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1285, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1286, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1287, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1288, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1289, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
129, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1290, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1291, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1292, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1293, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1294, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1295, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1296, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1297, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1298, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1299, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
13, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
130, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1300, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1301, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1302, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
1303, , camera, SIMPLE_PINHOLE, 1600, 1200, 1385.6, 800, 600
